so,
du,
ja,
je,
ob,
öl,
wo,
im,
al,
be,
ho,
at,
mal,
hof,
box,
kuh,
per,
es,
da,
in,
zu,
ab,
an,
ei,
er,
um,
am,
bad,
ohr,
reh,
das,
arm,
fan,
hut,
mut,
ort,
tag,
tee,
ton,
kur,
bis,
eng,
roh,
rot,
auf,
ein,
nie,
all,
als,
amt,
arg,
art,
ast,
aus,
bar,
bau,
bei,
die,
ehe,
eid,
eis,
elf,
für,
gas,
gut,
hin,
mai,
naß,
neu,
nur,
oft,
rad,
rat,
see,
sie,
ski,
tat,
tor,
tun,
tür,
und,
wer,
wir,
zäh,
zug,
ist,
den,
dem,
ihn,
zum,
zur,
sei,
mag,
wen,
tue,
hau,
nah,
bat,
sau,
ass,
zeh,
rau,
aber,
adel,
ader,
aids,
alle,
also,
arme,
arzt,
aßen,
asyl,
atem,
auch,
auge,
bach,
bahn,
bald,
ball,
band,
bank,
bann,
bart,
baut,
bein,
bell,
berg,
bier,
blau,
blei,
blut,
bote,
brav,
buch,
burg,
cafe,
chef,
chip,
clan,
dach,
dame,
dank,
dann,
darm,
dein,
denn,
dieb,
dies,
dorn,
dran,
drei,
eben,
echo,
ecke,
edel,
edle,
egal,
ehre,
eilt,
ekel,
elan,
elch,
ende,
enge,
ente,
erde,
erst,
esel,
esst,
etat,
etwa,
euer,
ewig,
fach,
fair,
fall,
fast,
fein,
fern,
fiel,
flut,
fort,
frau,
frei,
früh,
gage,
gans,
gast,
gebe,
gelb,
geld,
gern,
gier,
glas,
gram,
grau,
grüß,
haar,
habe,
haft,
halb,
hals,
halt,
hält,
hand,
hart,
hase,
hast,
haus,
haut,
hebt,
heer,
heil,
heiß,
hell,
helm,
hemd,
herd,
herr,
hier,
hieß,
höhe,
horn,
hüte,
idee,
igel,
inne,
jade,
jahr,
kamm,
kann,
keck,
keil,
kein,
kerl,
kern,
kies,
kinn,
kitt,
klan,
klar,
knie,
koch,
komm,
kühe,
kühl,
kurz,
lade,
lady,
lage,
lahm,
laie,
lamm,
land,
lang,
laus,
laut,
lebe,
lebt,
leer,
leid,
lieb,
lied,
lief,
ließ,
lift,
lila,
live,
lohn,
lose,
luft,
lüge,
mais,
mann,
mark,
mars,
maus,
meer,
mehr,
mein,
menü,
miau,
mich,
mies,
mist,
mode,
mond,
mühe,
nach,
nähe,
name,
neid,
nein,
nerv,
nest,
nett,
noch,
norm,
note,
oben,
ober,
oder,
ofen,
ohne,
pech,
pest,
piep,
plan,
poet,
post,
punk,
rabe,
rand,
rang,
raub,
real,
reif,
rein,
reis,
reiß,
reiz,
reue,
rief,
rind,
rohr,
rose,
rost,
rübe,
ruhe,
rühr,
rund,
saat,
saft,
samt,
sand,
satt,
satz,
sehr,
seht,
seil,
sein,
seit,
sekt,
senf,
sich,
sieb,
sieg,
sind,
sinn,
soda,
stab,
star,
stau,
steh,
stil,
tabu,
tage,
tank,
tanz,
taub,
team,
teig,
teil,
tief,
tier,
tipp,
töne,
topf,
traf,
treu,
tüte,
übel,
üben,
über,
ufer,
vage,
vase,
vers,
viel,
vier,
wach,
wage,
wagt,
wahn,
wann,
ware,
weib,
weil,
wein,
welt,
wenn,
wert,
wind,
wirt,
witz,
zank,
zart,
zaum,
zehn,
zeit,
ziel,
zins,
züge,
abend,
abzug,
achse,
acker,
adele,
adios,
agent,
ahnen,
allee,
alter,
älter,
anker,
anmut,
arena,
armee,
asche,
asien,
atmen,
außen,
außer,
autor,
baden,
bange,
bares,
basta,
bauch,
bauen,
bauer,
belle,
berge,
besen,
beten,
beton,
bibel,
biene,
birne,
blind,
bluff,
blute,
brand,
braun,
braut,
brave,
breit,
brief,
bruch,
brühe,
bühne,
chips,
crack,
crane,
dahin,
danke,
dauer,
denen,
dicht,
diele,
dünne,
ebene,
ecken,
eiche,
eifer,
eigen,
eilen,
eimer,
einst,
eisen,
eisig,
eitel,
ekeln,
elite,
engel,
enkel,
enorm,
erben,
erbse,
ernst,
ernte,
erste,
essen,
etage,
fahne,
fahrt,
fegen,
feier,
feind,
ferne,
feuer,
fisch,
flach,
fleck,
freie,
frühe,
gabel,
gebar,
geben,
geier,
geist,
genau,
genie,
geste,
getan,
getue,
gleis,
gnade,
gramm,
haben,
hafen,
hafer,
hauen,
heben,
heiße,
herab,
heran,
hieße,
hilfe,
höhen,
höhle,
holen,
hütet,
hütte,
ideal,
insel,
kalte,
kälte,
kamel,
kanne,
karre,
karte,
kater,
katze,
kennt,
kerbe,
kiste,
klärt,
kleid,
klein,
komet,
komme,
könne,
könnt,
koste,
kreis,
kreml,
kreuz,
krise,
krone,
kühle,
kurze,
küste,
laden,
lager,
laken,
laune,
leben,
leber,
leder,
ledig,
leere,
legen,
lehre,
leine,
leise,
leite,
lenkt,
lerne,
liebe,
liebt,
ließt,
linde,
linse,
liste,
liter,
mache,
magen,
mager,
malen,
maler,
manch,
marke,
meins,
meist,
menge,
mensa,
meter,
miese,
musik,
nagel,
nagen,
nasse,
natur,
nebel,
neben,
olive,
orden,
orten,
pfeil,
piept,
preis,
punkt,
rache,
rasen,
raten,
recht,
reden,
regal,
regel,
regen,
regie,
reich,
reife,
reihe,
reißt,
rente,
rhein,
riese,
rinde,
rufen,
rühre,
runde,
sache,
sagen,
sahne,
samen,
schaf,
schal,
scham,
sehen,
seide,
seite,
serie,
sonst,
sorte,
speer,
spiel,
spieß,
sport,
statt,
staub,
stehe,
steil,
stein,
stern,
stets,
stroh,
stück,
sturm,
tadel,
tante,
taten,
teile,
teils,
teilt,
teuer,
thema,
titel,
toben,
töten,
totes,
träne,
treue,
trübe,
üblen,
unser,
unter,
wagen,
wagte,
wange,
wanne,
wecke,
weile,
weise,
wiese,
wirst,
woche,
zählt,
zähne,
zeuge,
ziege,
zügel,
zunge,
zweck,
zwist,
abfall,
achten,
akzent,
allein,
anfall,
anfang,
angeln,
anreiz,
anteil,
araber,
arbeit,
atmung,
bahnen,
bannen,
becken,
beeile,
beende,
beeren,
behält,
bekomm,
belang,
bellen,
bereit,
bereut,
betrag,
betrug,
beugen,
bieten,
bilden,
binden,
bleibe,
blufft,
blühen,
brauch,
brauen,
brause,
braves,
breite,
brenne,
bürste,
danken,
dasein,
detail,
dienen,
diener,
dienst,
dieser,
direkt,
drehen,
dritte,
drohen,
dünnen,
ehrung,
eigelb,
eigens,
eignen,
einsam,
eisern,
episch,
erklär,
ernten,
fahren,
falsch,
fehlen,
fehler,
feiern,
feilen,
felsen,
ferien,
fertig,
fessel,
feuern,
fieber,
filter,
finale,
finden,
finger,
fliege,
freuen,
frisch,
garten,
gauner,
geburt,
gemein,
gerste,
gewagt,
gewalt,
gewand,
glaube,
gratis,
greife,
halten,
haufen,
heilen,
heirat,
helfen,
helfer,
heraus,
herbei,
herein,
hinken,
hinweg,
hunger,
ingwer,
inhalt,
insekt,
irgend,
kabine,
kaiser,
kälter,
kammer,
kiefer,
kittel,
klinke,
knoten,
korken,
kostet,
kostüm,
kräfte,
kredit,
kühlen,
kusine,
lachen,
lächle,
lagern,
landen,
lasten,
laster,
lauten,
lauter,
leeren,
leiden,
leihen,
leiten,
leiter,
lieben,
lieber,
liegen,
lineal,
lohnen,
machen,
makler,
mandel,
marine,
mauern,
merkte,
mieter,
misere,
modern,
morden,
nacken,
neigen,
nenner,
nervös,
netter,
nieder,
nummer,
oberst,
ostern,
pfeile,
plagen,
planet,
posten,
rauben,
realen,
redner,
reiben,
reifen,
reisen,
reiten,
reizen,
rennen,
retten,
riegel,
riemen,
riesig,
ringen,
ringer,
rosten,
rösten,
rühmen,
rüsten,
sachen,
saiten,
sattel,
sauber,
schade,
schale,
schema,
schief,
schlaf,
schlau,
schwan,
sicher,
siegel,
siegen,
single,
sirene,
sitzen,
sofern,
stange,
stapel,
stehst,
steuer,
stören,
streik,
strich,
talent,
tanten,
tasten,
taugen,
teilen,
tennis,
tragen,
traube,
trauen,
treten,
trüben,
umsatz,
ungern,
verlag,
wachen,
wangen,
warnen,
warten,
wehren,
weinen,
weisen,
wiesel,
winden,
winkel,
winken,
wirbel,
zeugen,
zieren,
zirkel,
zwecke,
abbruch,
abfahrt,
abrufen,
agentur,
angeben,
anzeige,
baracke,
beeilen,
begehen,
begriff,
begrüße,
behörde,
belegen,
bemerkt,
beraten,
betonen,
biologe,
breiten,
chinese,
delikat,
demnach,
denkbar,
deshalb,
dialekt,
dichter,
diskret,
draußen,
drittel,
ehemals,
ehrgeiz,
einfach,
einfall,
einhalt,
einigen,
einlage,
eintopf,
elegant,
energie,
entlang,
erbauen,
ergeben,
erkläre,
erklärt,
erleben,
fesseln,
finster,
fischer,
flasche,
flecken,
fliegen,
fliehen,
frieden,
frische,
geraten,
gestein,
gleiten,
greifen,
gulasch,
handeln,
herüber,
hierauf,
hingabe,
hinüber,
hungern,
inserat,
intrige,
jeweils,
kleiden,
klirren,
kloster,
knacken,
komisch,
konkret,
kräften,
kratzen,
kreisel,
lächeln,
leisten,
manager,
mangeln,
materie,
meister,
merkmal,
musiker,
mustern,
nachdem,
naschen,
neugier,
neujahr,
neutral,
niemals,
oftmals,
pistole,
preisen,
rätseln,
reichen,
reizend,
reklame,
riechen,
satteln,
schaden,
schande,
schauen,
schiene,
schritt,
seminar,
spalten,
spitzen,
sprache,
steigen,
sterben,
steuern,
stimmen,
streben,
stürzen,
trennen,
tribüne,
trösten,
umarmen,
umkreis,
verband,
wachsen,
waschen,
wickeln,
zaubern,
rage,
reit,1050
was,
von,
vor,
alt,
ära,
bär,
bug,
bus,
dom,
faß,
fuß,
haß,
heu,
huf,
ich,
ihr,
ion,
job,
jod,
kap,
kuß,
lob,
los,
maß,
mit,
nun,
öde,
oma,
paß,
pol,
sex,
süß,
tal,
tip,
tod,
tot,
typ,
uhr,
weg,
wut,
zoo,
der,
mir,
hat,
war,
bin,
dir,
uns,
hab,
ihm,
des,
tut,
hör,
vom,
ach,
gib,
kam,
wär,
wem,
tja,
rum,
zog,
saß,
iss,
nix,
cop,
uni,
lhm,
pop,
akt,
hit,
wal,
fit,
bot,
axt,
jet,
lud,
log,
pub,
fax,
übt,
süd,
lau,
gäb,
affe,
afro,
ahhh,
ahnt,
ahoi,
akku,
alva,
amen,
atom,
aura,
auto,
aviv,
away,
babe,
baby,
bang,
bass,
baum,
beim,
beiß,
bett,
bild,
biss,
bist,
blöd,
bloß,
boah,
bock,
body,
boom,
boot,
bord,
borg,
böse,
bowl,
boyd,
brot,
bude,
bugs,
bull,
bums,
bund,
bunt,
büro,
buße,
buzz,
byam,
café,
camp,
chop,
chor,
city,
clem,
cobb,
cody,
cola,
colt,
cook,
coop,
cops,
coup,
cruz,
dads,
damm,
darf,
dass,
dave,
davy,
dazu,
dead,
deck,
dede,
denk,
depp,
diät,
dich,
dick,
dill,
ding,
dino,
dkay,
doch,
dock,
dogs,
doll,
doof,
dorf,
dose,
doug,
dreh,
drin,
duck,
duft,
dumm,
dvds,
eine,
euch,
eule,
euro,
exil,
fahr,
fakt,
fand,
fans,
farm,
faul,
feld,
fell,
fels,
fest,
fete,
fick,
fies,
film,
filz,
fing,
five,
flog,
floh,
floß,
flug,
flur,
fluß,
fond,
form,
foto,
foul,
four,
foxy,
fraß,
froh,
füge,
fügt,
fühl,
fuhr,
führ,
full,
füll,
fund,
funf,
fünf,
funk,
fürs,
furz,
füße,
gäbe,
gaby,
gang,
ganz,
gary,
gebt,
geil,
gell,
genf,
gibt,
gift,
gilt,
ging,
gips,
glut,
gmbh,
gold,
golf,
gong,
good,
göre,
gott,
grab,
grad,
graf,
gras,
gray,
grob,
groß,
grün,
gruß,
guck,
gump,
güte,
guys,
habt,
hack,
haha,
hahn,
haku,
half,
hall,
hang,
harz,
hatt,
hätt,
haue,
have,
heck,
heft,
heim,
held,
help,
herb,
herz,
hexe,
high,
hilf,
hing,
hirn,
hmmm,
hoch,
hohe,
hohl,
hohn,
hold,
holt,
holy,
holz,
hood,
hook,
hope,
hopp,
hört,
hose,
hugh,
hugo,
huhn,
huhu,
hund,
hunt,
hupe,
hupt,
hyde,
hyun,
idol,
iggy,
iowa,
irrt,
isst,
izzy,
jagd,
jage,
jagt,
jaja,
jake,
jaye,
jazz,
jede,
jedi,
jeep,
jeff,
jene,
jens,
jesu,
jets,
jill,
jimi,
jobs,
joch,
jody,
joel,
joey,
jose,
josé,
joss,
jude,
judy,
juhu,
juli,
jung,
juni,
juno,
jura,
jury,
just,
kaff,
kahl,
kalb,
kalk,
kalt,
käme,
kamt,
käse,
kauf,
kaum,
kauz,
kaya,
kehr,
keim,
keks,
kick,
kids,
kill,
kilo,
kind,
king,
kino,
kiss,
klon,
klub,
klug,
know,
knox,
koks,
koma,
kopf,
korb,
korn,
krug,
kuba,
kühn,
kuli,
kult,
kurs,
küss,
kyle,
lack,
lädt,
läge,
lapd,
lärm,
lass,
laub,
lauf,
lazy,
leih,
lenz,
lies,
liga,
limo,
litt,
loch,
look,
löse,
löst,
löwe,
loxi,
lucy,
ludo,
lügt,
luka,
lulu,
lupe,
lust,
mach,
mack,
magd,
malt,
mama,
mami,
marx,
märz,
matt,
maul,
mehl,
merk,
miez,
mild,
milz,
mimi,
mini,
moby,
möge,
mögt,
mojo,
moor,
mord,
möse,
moss,
move,
müde,
müll,
mumm,
mund,
muse,
muss,
nahm,
naht,
naiv,
naja,
narr,
navy,
neun,
nimm,
niña,
null,
nuss,
obst,
ocho,
oger,
ohhh,
ohio,
okay,
olga,
opas,
oper,
oslo,
oval,
paar,
pack,
pakt,
palm,
papa,
papi,
paps,
park,
pate,
pelz,
peru,
pfad,
pfui,
pike,
pilz,
pink,
pipi,
pitt,
play,
plus,
polo,
pony,
popo,
prag,
prüf,
puff,
puls,
pure,
putz,
qual,
quer,
rast,
raum,
räum,
raus,
rené,
riss,
ritt,
roll,
roms,
rosa,
roxy,
ruck,
rück,
rudi,
rudy,
ruft,
ruhm,
saal,
sack,
säge,
sags,
sähe,
salz,
sarg,
sehe,
seid,
setz,
sexy,
sieh,
sitz,
skip,
smog,
snob,
sofa,
sohn,
soll,
sook,
sorg,
soso,
soße,
spab,
spaß,
spät,
spur,
stoß,
stur,
subs,
süße,
suzy,
swat,
taft,
takt,
täte,
taxi,
text,
tick,
tiny,
tobt,
toby,
todd,
tode,
toll,
töte,
trag,
trug,
tuch,
turm,
tust,
umso,
uran,
vieh,
visa,
viva,
vlad,
volk,
voll,
volt,
vorm,
vorn,
vors,
vous,
wade,
wahr,
wald,
wand,
wäre,
warm,
wärs,
wart,
wärt,
webb,
weck,
wege,
wehe,
weht,
weis,
weiß,
weit,
werd,
wiii,
wild,
will,
wird,
wirf,
woge,
wohl,
wolf,
wood,
worf,
wort,
wozu,
wund,
würd,
wurf,
wurm,
wüst,
wutz,
yang,
ying,
yley,
yoga,
yoko,
york,
your,
yuan,
yuji,
yuki,
yuri,
zack,
zahl,
zähl,
zahm,
zahn,
zaun,
zehe,
zeig,
zelt,
zeug,
zhao,
zieh,
zink,
zinn,
zoll,
zone,
zoom,
zorn,
zwar,
zwei,
aaron,
abbau,
abdul,
about,
abtun,
achte,
ächzt,
adams,
adieu,
adiós,
adler,
adolf,
affen,
after,
again,
ahnst,
ahnte,
aktiv,
alamo,
alarm,
album,
alias,
alibi,
allah,
allem,
allen,
aller,
alles,
allzu,
aloha,
alpha,
altar,
alvin,
ambar,
amigo,
amour,
ampel,
amtes,
anbau,
andré,
angel,
angst,
angus,
ankam,
anlaß,
anruf,
ansah,
antat,
antun,
antut,
anzug,
apfel,
äpfel,
april,
areal,
ärger,
ärmel,
armer,
armes,
armut,
artig,
artus,
ärzte,
atlas,
atome,
autos,
avery,
babys,
backe,
bacon,
bälle,
banal,
bands,
banjo,
banks,
bären,
baron,
barry,
basil,
basis,
baten,
bates,
bäume,
baust,
baute,
beach,
beben,
becca,
becky,
beeii,
beide,
beißt,
bekam,
beleg,
bella,
bells,
bellt,
benji,
benny,
berry,
beruf,
besaß,
beste,
betet,
betsy,
betty,
beuge,
beugt,
beule,
beute,
bevor,
beweg,
bezug,
biest,
bijou,
biker,
bilde,
billy,
binde,
bingo,
birgt,
bitch,
bitte,
bjame,
blair,
blank,
blase,
blass,
bläst,
blatt,
blech,
bleib,
blick,
bligh,
blitz,
block,
blöde,
blond,
bloom,
bloße,
blues,
blüht,
blume,
bluse,
blüte,
board,
bobby,
boden,
bogen,
bohne,
bombe,
bonus,
boone,
boote,
booth,
boots,
börse,
bösen,
böser,
böses,
bosse,
boten,
bowen,
bowie,
boxen,
boxer,
boyer,
boyle,
brach,
brady,
bravo,
brech,
brett,
brich,
brick,
bring,
brody,
bronx,
brote,
brown,
brust,
bubba,
bubby,
buben,
bucht,
buddy,
buffy,
bügel,
bugsy,
buick,
bulle,
bully,
bumpy,
bumst,
bunny,
bürde,
burke,
büros,
busch,
busen,
büßen,
büste,
byron,
candy,
capri,
carla,
cäsar,
catch,
cavor,
cello,
cents,
champ,
chang,
chaos,
check,
cheng,
chevy,
chick,
chico,
chiko,
chile,
chili,
china,
ching,
chino,
chrom,
chuck,
cindy,
circa,
clans,
clara,
clark,
class,
cliff,
cloud,
clown,
clubs,
clyde,
coast,
codes,
coffy,
comes,
comic,
conan,
corey,
corps,
corso,
cosmo,
couch,
could,
court,
cover,
creed,
creme,
crook,
cross,
crown,
cuddy,
curly,
curry,
cyrus,
dabei,
daddy,
dafur,
dafür,
daher,
daisy,
dalli,
damit,
damme,
damon,
dämon,
dampf,
dankt,
danny,
dante,
daran,
darby,
darcy,
darin,
darum,
daten,
dates,
datum,
davey,
david,
davis,
davon,
davor,
dawes,
death,
decke,
deckt,
degen,
dehoh,
dekan,
delta,
demut,
denke,
denkt,
derek,
derer,
dersu,
desto,
devon,
dewey,
dicke,
diego,
diene,
dient,
diese,
dinah,
dirty,
disco,
dixie,
dizzy,
dobby,
docks,
dodge,
dolch,
dolly,
donau,
donut,
doris,
dosen,
dosis,
doyle,
draht,
drama,
drang,
drauf,
draus,
dream,
dreck,
drehe,
dreht,
drink,
dritt,
drive,
droge,
droht,
druck,
drück,
duell,
duffy,
dulde,
dumme,
dumpf,
durch,
dürre,
durst,
dusty,
dutch,
duval,
duzen,
dylan,
echte,
edler,
eilig,
einem,
eines,
einig,
eklig,
elend,
eliza,
ellie,
ellis,
elvis,
emmet,
empor,
emsig,
enden,
endes,
endet,
engen,
enger,
ennis,
erden,
erdöl,
ergab,
erhob,
essay,
essig,
ethik,
etwas,
euren,
eurer,
every,
ewige,
exakt,
extra,
fabel,
faden,
fäden,
fähig,
fähre,
fährt,
faire,
faith,
falke,
falle,
fälle,
falls,
fallt,
fällt,
falte,
fände,
fangt,
fängt,
fanny,
fanta,
farbe,
farce,
faser,
fasse,
fasst,
fatal,
faule,
faust,
fazit,
feder,
fehlt,
feige,
felix,
fette,
ficke,
fickt,
field,
fight,
figur,
filme,
films,
filmt,
finch,
finde,
fiona,
firma,
flair,
flehe,
fleiß,
flieg,
flieh,
flink,
flint,
flöhe,
flora,
flöte,
flott,
floyd,
fluch,
flüge,
flyer,
foley,
folge,
folie,
fonds,
forum,
fotos,
fötus,
fotze,
frack,
frage,
fragt,
franc,
frank,
franz,
freak,
frech,
fremd,
freut,
freya,
friss,
fritz,
frohe,
fromm,
front,
frost,
fuchs,
fügen,
fühle,
fühlt,
führe,
führt,
fülle,
füllt,
funke,
fürst,
füßen,
gabst,
gaius,
galle,
gange,
gänse,
garde,
garth,
gasse,
gäste,
gatte,
gavin,
gebot,
gefäß,
gegen,
gehen,
gehör,
gehts,
geige,
geile,
gekko,
gelbe,
gemäß,
gemüt,
genug,
gerät,
gerne,
gerty,
geübt,
gewiß,
ghost,
gibbs,
gibst,
gibts,
gießt,
ginge,
ginny,
girls,
glanz,
glatt,
glaub,
glied,
globe,
glory,
gluck,
glück,
going,
gomez,
gonna,
goody,
goofy,
goose,
gosse,
gotho,
gotta,
grabe,
grade,
grady,
graue,
greif,
greis,
grell,
griff,
grill,
grips,
grobe,
groll,
größe,
group,
grove,
grube,
gruft,
grund,
grüne,
grüße,
grüßt,
gucke,
guckt,
guido,
gummi,
gunst,
gurke,
gutem,
guter,
güter,
gutes,
gütig,
haare,
hacke,
hackt,
häfen,
hagen,
haiti,
haken,
halbe,
halle,
hallo,
hallt,
hälst,
halte,
halts,
hände,
handy,
hänge,
hängt,
happy,
hardy,
harry,
harte,
härte,
hasst,
hatte,
hätte,
haube,
hauch,
haupt,
hause,
haust,
haute,
haven,
hebel,
hebst,
hecht,
hefte,
heibt,
heide,
heidi,
heilt,
heißt,
heist,
helfe,
helft,
helga,
helle,
hello,
helme,
herrn,
herum,
hetze,
heult,
heute,
hexen,
hexer,
hicks,
hielt,
hievt,
hilft,
hinab,
hinzu,
hitze,
hobby,
hohem,
hohen,
hoher,
höher,
hohes,
holde,
holla,
hölle,
holly,
holst,
holte,
homer,
honey,
honig,
hören,
hörer,
hörst,
hörte,
hosen,
hotel,
house,
howdy,
howie,
hüfte,
hügel,
huike,
hülle,
hülse,
humor,
hupen,
hürde,
hurra,
hüten,
hüter,
hylas,
idiot,
igitt,
ihnen,
ihrem,
ihren,
ihrer,
ihres,
immer,
immun,
indem,
indiz,
infos,
innen,
innig,
input,
intim,
irrer,
irrst,
isaac,
islam,
jacke,
jacob,
jagen,
jäger,
jagst,
jagte,
jakob,
james,
jamie,
janet,
janey,
japan,
jault,
jeans,
jedem,
jeden,
jeder,
jedes,
jelly,
jenem,
jenen,
jener,
jenes,
jenna,
jenny,
jerry,
jessi,
jesus,
jetzt,
jimbo,
jimmy,
johan,
joint,
joker,
jonah,
jonas,
jones,
jorge,
josef,
josey,
josie,
joyce,
juana,
jubel,
juckt,
judah,
judas,
juden,
jüdin,
jules,
julio,
jumbo,
junge,
jungs,
junuh,
jurij,
juwel,
kabel,
kable,
kader,
käfer,
käfig,
kairo,
kakao,
kamen,
kämen,
kamin,
kampf,
kämpf,
kamst,
kämst,
kanal,
kanns,
kappe,
karin,
karma,
kasse,
kathy,
katja,
katya,
kauen,
kaufe,
kauft,
kazak,
kegel,
kehle,
kehre,
kehrt,
keine,
keins,
keith,
kekse,
kelch,
kelly,
kenia,
kenji,
kenne,
kerze,
kette,
keule,
khang,
kinos,
kiosk,
kippe,
kirby,
kitty,
kjell,
klage,
klagt,
klang,
klans,
klare,
klaue,
klaus,
klaut,
klebt,
klick,
klima,
klopf,
kluft,
kluge,
knabe,
knall,
knapp,
knast,
knete,
kniet,
knopf,
koche,
kocht,
köder,
kodex,
kohle,
komik,
komma,
kommt,
könig,
konto,
köpfe,
kopie,
koran,
korea,
korps,
köter,
kotze,
kotzt,
kovak,
krach,
kraft,
krähe,
krank,
kranz,
krass,
kraut,
krebs,
krieg,
kripo,
kriss,
kröte,
krumm,
kšnig,
küche,
kugel,
kühen,
küken,
kunde,
kunst,
kurve,
kürze,
küsse,
küsst,
kyoko,
kyoto,
labor,
lacht,
läden,
ladet,
lädst,
lagen,
lagst,
lakai,
lampe,
lande,
länge,
langt,
larry,
lasen,
laser,
lasse,
lasst,
lässt,
latte,
lauft,
läuft,
laura,
läuse,
laute,
ldiot,
leave,
lebst,
leckt,
ledda,
leeds,
legal,
lehne,
lehnt,
lehrt,
